coordinates,bus_name,kilovolt levels,number of buses,vm,county,state
POINT (-110.8867 32.2087),TUCSON 28,{115.0},1,1.082329,Pima,Arizona
POINT (-110.8784 32.1922),TUCSON 29,{115.0},1,1.082196,Pima,Arizona
POINT (-110.8508 32.2027),TUCSON 30,{115.0},1,1.080224,Pima,Arizona
POINT (-110.8842 31.7712),GREEN VALLEY 2,{115.0},2,1.067083,Pima,Arizona
POINT (-110.9904 32.3811),TUCSON 31,{115.0},1,1.068912,Pima,Arizona
POINT (-110.9045 32.3007),TUCSON 32,{115.0},2,1.069478,Pima,Arizona
POINT (-110.8179 31.3635),NOGALES 1,{115.0},1,1.085477,Santa Cruz,Arizona
POINT (-110.8631 32.0363),TUCSON 33,{115.0},1,1.076918,Pima,Arizona
POINT (-110.8625 31.9889),TUCSON 34,{115.0},4,1.076455,Pima,Arizona
POINT (-110.8197 33.3527),MIAMI,{115.0},1,1.072177,Gila,Arizona
POINT (-110.9594 32.2199),TUCSON 35,{115.0},2,1.075002,Pima,Arizona
POINT (-110.7941 32.2375),TUCSON 36,{115.0},1,1.070812,Pima,Arizona
POINT (-110.9367 32.2383),TUCSON 37,{115.0},1,1.076574,Pima,Arizona
POINT (-110.8241 32.3019),TUCSON 38,"{1.0, 18.0, 115.0, 500.0}",4,1.065984,Pima,Arizona
POINT (-110.8717 32.1286),TUCSON 39,{115.0},1,1.084539,Pima,Arizona
POINT (-110.7563 32.1835),TUCSON 40,{115.0},2,1.075284,Pima,Arizona
POINT (-110.8109 32.3862),TUCSON 41,{115.0},1,1.062313,Pima,Arizona
POINT (-110.7376 32.146),TUCSON 42,"{115.0, 500.0}",2,1.085186,Pima,Arizona
POINT (-110.8479 32.3139),TUCSON 43,{115.0},1,1.064911,Pima,Arizona
POINT (-110.7549 36.6207),TONALEA,{115.0},1,1.07583,Coconino,Arizona
POINT (-110.8042 32.6137),ORACLE,{115.0},3,1.069932,Pinal,Arizona
POINT (-110.6883 32.1224),TUCSON 44,{115.0},1,1.076696,Pima,Arizona
POINT (-110.6659 33.5072),GLOBE 1,{115.0},1,1.063779,Gila,Arizona
POINT (-110.7744 32.2579),TUCSON 45,{115.0},1,1.07226,Pima,Arizona
POINT (-110.7409 32.1118),TUCSON 46,{115.0},2,1.0806,Pima,Arizona
POINT (-110.846 32.2075),TUCSON 47,{115.0},1,1.08033,Pima,Arizona
POINT (-110.8165 32.2983),TUCSON 48,{115.0},1,1.067436,Pima,Arizona
POINT (-110.8035 36.0179),HOTEVILLA,{115.0},3,1.058412,Coconino,Arizona
POINT (-110.7383 31.5537),PATAGONIA,{115.0},1,1.072065,Santa Cruz,Arizona
POINT (-110.7522 33.0515),WINKELMAN,{115.0},1,1.083989,Gila,Arizona
POINT (-110.6035 35.189),WINSLOW,{115.0},3,1.075257,Navajo,Arizona
POINT (-110.5617 31.9901),VAIL 1,{115.0},3,1.078107,Pima,Arizona
POINT (-110.6384 36.6934),SHONTO,{115.0},4,1.072904,Navajo,Arizona
POINT (-110.5801 32.6159),SAN MANUEL,{115.0},1,1.078415,Pinal,Arizona
POINT (-110.4941 35.9071),SECOND MESA,{115.0},1,1.055242,Navajo,Arizona
POINT (-110.4791 36.1102),KYKOTSMOVI VILLAGE,{115.0},1,1.055348,Navajo,Arizona
POINT (-110.5607 34.4207),OVERGAARD,{115.0},3,1.07262,Navajo,Arizona
POINT (-110.4884 33.4447),SAN CARLOS 3,{115.0},1,1.074606,Gila,Arizona
POINT (-110.3164 32.1891),BENSON,{115.0},1,1.068722,Cochise,Arizona
POINT (-110.3347 31.5658),FORT HUACHUCA 1,{115.0},1,1.08851,Cochise,Arizona
POINT (-110.4547 34.1483),CIBECUE,{115.0},2,1.072796,Navajo,Arizona
POINT (-110.3363 37.1737),MONUMENT VALLEY,{115.0},1,1.065857,San Juan,Utah
POINT (-110.3904 31.7189),HUACHUCA CITY,{115.0},2,1.081741,Cochise,Arizona
POINT (-110.2528 33.3623),PERIDOT,{115.0},2,1.072424,Graham,Arizona
POINT (-110.2434 35.0691),JOSEPH CITY 1,{115.0},3,1.078866,Navajo,Arizona
POINT (-110.1825 36.6282),KAYENTA,"{1.0, 115.0, 13.8}",4,1.054509,Navajo,Arizona
POINT (-110.18 36.294),PINON,{115.0},1,1.055999,Navajo,Arizona
POINT (-110.1492 31.3837),HEREFORD,{115.0},1,1.083363,Cochise,Arizona
POINT (-110.2273 31.4068),SIERRA VISTA 1,{115.0},1,1.080387,Cochise,Arizona
POINT (-110.2903 33.1482),BYLAS,{115.0},3,1.072099,Graham,Arizona
POINT (-110.1463 31.8104),SAINT DAVID,{115.0},2,1.08844,Cochise,Arizona
POINT (-110.124 31.5365),SIERRA VISTA 2,{115.0},1,1.0908,Cochise,Arizona
POINT (-110.1735 31.6092),SIERRA VISTA 3,"{1.0, 115.0, 500.0, 13.8}",5,1.091712,Cochise,Arizona
POINT (-110.1958 35.7699),KEAMS CANYON,{115.0},1,1.056236,Navajo,Arizona
POINT (-110.0381 35.0214),HOLBROOK,{115.0},1,1.074788,Navajo,Arizona
POINT (-110.1527 34.4757),TAYLOR,{115.0},1,1.07284,Navajo,Arizona
POINT (-110.138 34.6019),SNOWFLAKE 1,{115.0},3,1.065602,Navajo,Arizona
POINT (-109.9704 35.3136),INDIAN WELLS,{115.0},2,1.075379,Navajo,Arizona
POINT (-110.0614 31.7554),TOMBSTONE,{115.0},3,1.087508,Cochise,Arizona
POINT (-109.9648 34.2772),SHOW LOW,{115.0},1,1.067489,Navajo,Arizona
POINT (-110.0541 33.0038),PIMA,{115.0},2,1.071235,Graham,Arizona
POINT (-109.9226 33.7921),WHITERIVER,{115.0},1,1.052277,Navajo,Arizona
POINT (-109.9599 32.3775),WILLCOX,{115.0},1,1.071608,Cochise,Arizona
POINT (-109.9314 34.1522),LAKESIDE 3,{115.0},1,1.065737,Navajo,Arizona
POINT (-109.899 36.1128),BLUE GAP,{115.0},2,1.059203,Apache,Arizona
POINT (-109.945 31.5009),BISBEE,{115.0},1,1.083555,Cochise,Arizona
POINT (-109.8637 34.105),PINETOP,{115.0},2,1.068331,Navajo,Arizona
POINT (-109.8169 36.787),DENNEHOTSO,{115.0},2,1.070782,Apache,Arizona
POINT (-109.786 32.883),THATCHER,{115.0},2,1.07561,Graham,Arizona
POINT (-109.6997 35.7136),GANADO,{115.0},1,1.060281,Apache,Arizona
POINT (-109.6139 36.0565),CHINLE,"{115.0, 500.0}",2,1.064055,Apache,Arizona
POINT (-109.6311 34.3099),VERNON,{115.0},1,1.074518,Apache,Arizona
POINT (-109.728 34.6205),CONCHO,{115.0},1,1.07495,Apache,Arizona
POINT (-109.6661 31.8507),PEARCE,{115.0},2,1.087238,Cochise,Arizona
POINT (-109.5474 36.6295),ROCK POINT,{115.0},1,1.070366,Apache,Arizona
POINT (-109.5745 36.4531),MANY FARMS,{115.0},1,1.071169,Apache,Arizona
POINT (-109.5903 35.1524),CHAMBERS,{115.0},1,1.073114,Apache,Arizona
POINT (-109.3089 33.3726),CLIFTON 1,{115.0},1,1.079772,Greenlee,Arizona
POINT (-109.2961 32.9396),MORENCI,{115.0},1,1.080383,Greenlee,Arizona
POINT (-109.2897 31.4738),DOUGLAS 1,"{115.0, 500.0}",2,1.066704,Cochise,Arizona
POINT (-109.323 32.7683),SAFFORD,"{1.0, 18.0, 115.0, 500.0}",4,1.076195,Graham,Arizona
POINT (-109.2454 34.227),SPRINGERVILLE 1,{115.0},2,1.080401,Apache,Arizona
POINT (-109.4065 36.8242),TEEC NOS POS,{115.0},1,1.073795,Apache,Arizona
POINT (-109.412 34.1025),EAGAR,{115.0},2,1.073416,Apache,Arizona
POINT (-109.2919 34.588),SAINT JOHNS 1,{115.0},3,1.084548,Apache,Arizona
POINT (-109.2725 36.3963),LUKACHUKAI,{115.0},2,1.077179,Apache,Arizona
POINT (-109.157 36.3011),TSAILE,{115.0},1,1.074775,Apache,Arizona
POINT (-109.2389 35.0629),SANDERS,{115.0},2,1.072179,Apache,Arizona
POINT (-109.2201 35.2972),HOUCK,{115.0},1,1.07017,Apache,Arizona
POINT (-109.0943 35.4722),SAINT MICHAELS,{115.0},1,1.059762,Apache,Arizona
POINT (-109.1005 36.6164),RED VALLEY,{115.0},1,1.078264,Apache,Arizona
POINT (-109.1246 32.7487),DUNCAN,{115.0},1,1.081217,Greenlee,Arizona
POINT (-109.203 36.0177),FORT DEFIANCE,{115.0},1,1.060402,Apache,Arizona
POINT (-109.0016 35.9839),NAVAJO,{115.0},2,1.063309,McKinley,New Mexico
POINT (-108.977 35.7123),WINDOW ROCK,{115.0},1,1.060089,McKinley,New Mexico
POINT (-111.3 32.5517),CHANDLER 13,"{24.0, 115.0, 500.0, 13.8}",5,1.066175,Pinal,Arizona
POINT (-113.4945 32.9774),DATELAND 1,"{18.0, 115.0, 500.0, 13.8}",5,1.06809,Yuma,Arizona
POINT (-114.1594 35.0361),GOLDEN VALLEY 2,{115.0},1,1.086746,Mohave,Arizona
POINT (-110.9313 31.3635),NOGALES 2,"{24.0, 115.0, 500.0, 13.8}",4,1.07477,Santa Cruz,Arizona
POINT (-111.9461 33.4394),TEMPE 8,"{1.0, 115.0, 13.8}",4,1.083669,Maricopa,Arizona
POINT (-111.1618 33.6711),PHOENIX 71,{115.0},3,1.050627,Maricopa,Arizona
POINT (-112.2711 35.4156),WILLIAMS 3,"{1.0, 18.0, 115.0, 500.0}",4,1.059276,Coconino,Arizona
POINT (-112.2714 33.8447),PEORIA 8,{115.0},1,1.049062,Maricopa,Arizona
POINT (-112.6658 33.0264),GILA BEND 2,"{115.0, 13.8}",2,1.077823,Maricopa,Arizona
POINT (-114.7106 32.7214),YUMA 6,"{345.0, 115.0, 500.0, 765.0}",5,1.084842,Yuma,Arizona
POINT (-109.5538 31.3641),DOUGLAS 2,"{115.0, 13.8}",2,1.072016,Cochise,Arizona
POINT (-114.5707 35.197),CHLORIDE 1,"{13.8, 18.0, 115.0, 500.0, 20.0, 345.0}",8,1.048336,Mohave,Arizona
POINT (-111.9353 33.3556),TEMPE 9,"{115.0, 500.0, 13.8, 22.0}",10,1.063848,Maricopa,Arizona
POINT (-110.35 31.5553),FORT HUACHUCA 2,{115.0},2,1.089938,Cochise,Arizona
POINT (-113.1772 34.5858),BAGDAD 2,"{115.0, 13.8}",2,1.041384,Yavapai,Arizona
POINT (-114.5317 34.8678),MOHAVE VALLEY 2,"{1.0, 13.2, 13.8, 18.0, 115.0, 500.0, 765.0}",9,1.076084,Mohave,Arizona
POINT (-109.2708 34.5789),SAINT JOHNS 2,"{13.8, 115.0, 500.0, 765.0}",5,1.0602,Apache,Arizona
POINT (-109.8931 32.0603),COCHISE,"{13.8, 18.0, 115.0, 500.0, 22.0, 765.0}",9,1.083952,Cochise,Arizona
POINT (-111.2428 32.3697),MARANA 3,{115.0},1,1.075365,Pima,Arizona
POINT (-111.4431 33.5536),PHOENIX 72,{115.0},2,1.066623,Maricopa,Arizona
POINT (-112.8339 33.305),BUCKEYE 4,"{18.0, 115.0, 13.8}",5,1.078718,Maricopa,Arizona
POINT (-110.2842 34.6596),HEBER 4,{115.0},1,1.080526,Navajo,Arizona
POINT (-111.3886 36.9047),PAGE 2,"{13.8, 18.0, 115.0, 500.0, 22.0, 765.0}",7,1.041991,Coconino,Arizona
POINT (-112.6614 33.0211),GILA BEND 3,{115.0},3,1.074262,Maricopa,Arizona
POINT (-112.904 33.3418),TONOPAH 3,{115.0},1,1.078308,Maricopa,Arizona
POINT (-112.1583 33.4417),PHOENIX 73,"{13.8, 115.0, 500.0, 765.0}",11,1.064919,Maricopa,Arizona
POINT (-111.1262 32.401),TUCSON 49,"{115.0, 500.0}",2,1.080921,Pima,Arizona
POINT (-111.6122 33.2675),QUEEN CREEK 3,"{115.0, 13.8}",2,1.075468,Maricopa,Arizona
POINT (-112.2153 33.5561),GLENDALE 23,"{1.0, 13.8, 18.0, 115.0, 20.0, 500.0, 24.0}",10,1.049298,Maricopa,Arizona
POINT (-111.5033 32.9174),CHANDLER 14,"{1.0, 13.8, 18.0, 115.0, 500.0, 22.0, 765.0}",13,1.076954,Pinal,Arizona
POINT (-114.1597 35.0156),GOLDEN VALLEY 3,"{115.0, 13.8}",2,1.084278,Mohave,Arizona
POINT (-112.4275 34.6494),PRESCOTT 4,{115.0},1,1.041341,Yavapai,Arizona
POINT (-112.8642 33.345),ARLINGTON 9,"{18.0, 115.0, 13.8}",5,1.081159,Maricopa,Arizona
POINT (-112.8617 33.3881),PHOENIX 74,"{13.8, 18.0, 115.0, 500.0, 765.0}",7,1.08136,Maricopa,Arizona
POINT (-112.9559 32.9223),GILA BEND 4,"{115.0, 500.0, 13.8}",4,1.071675,Maricopa,Arizona
POINT (-110.9047 32.16),TUCSON 50,"{13.8, 18.0, 115.0, 500.0, 765.0}",10,1.08224,Pima,Arizona
POINT (-114.6541 32.7288),YUMA 7,{115.0},1,1.068418,Yuma,Arizona
POINT (-111.9283 33.4172),CHANDLER 15,"{115.0, 13.8}",3,1.06514,Maricopa,Arizona
POINT (-110.9921 32.2523),TUCSON 51,{115.0},1,1.08131,Pima,Arizona
POINT (-111.7889 32.9042),CASA GRANDE 5,"{18.0, 115.0, 500.0, 13.8}",5,1.072982,Pinal,Arizona
POINT (-110.9528 32.2299),TUCSON 52,{115.0},1,1.075789,Pima,Arizona
POINT (-111.484 33.1606),GLOBE 2,"{115.0, 22.0}",3,1.058676,Pinal,Arizona
POINT (-109.1639 34.3186),SPRINGERVILLE 2,"{13.8, 13.2, 115.0, 500.0, 22.0, 765.0}",8,1.069068,Apache,Arizona
POINT (-112.6944 32.975),GILA BEND 5,"{18.0, 115.0, 13.8}",7,1.07564,Maricopa,Arizona
POINT (-111.5899 32.9285),CHANDLER 16,"{13.8, 18.0, 115.0, 500.0, 22.0, 24.0}",8,1.074098,Pinal,Arizona
POINT (-111.7503 33.3325),GILBERT 12,"{1.0, 13.8, 18.0, 115.0, 500.0, 20.0, 24.0, 765.0}",11,1.069628,Maricopa,Arizona
POINT (-113.1134 33.476),TONOPAH 4,"{13.8, 18.0, 115.0, 500.0, 22.0, 765.0}",9,1.04375,Maricopa,Arizona
POINT (-110.335 34.5032),SNOWFLAKE 2,{115.0},1,1.077176,Navajo,Arizona
POINT (-113.3589 33.0278),DATELAND 2,{115.0},1,1.073045,Yuma,Arizona
POINT (-110.8669 32.1458),TUCSON 53,"{115.0, 13.8}",2,1.071157,Pima,Arizona
POINT (-111.4839 36.9366),PAGE 3,"{18.0, 115.0, 500.0, 13.8}",9,1.073125,Coconino,Arizona
POINT (-110.3033 34.9394),JOSEPH CITY 2,"{13.8, 115.0, 500.0, 765.0}",8,1.07034,Navajo,Arizona
POINT (-111.9122 33.4225),TEMPE 10,"{1.0, 13.8, 18.0, 115.0, 500.0, 20.0}",8,1.060673,Maricopa,Arizona
POINT (-110.1734 34.6062),HEBER 5,"{115.0, 500.0}",2,1.085329,Navajo,Arizona
POINT (-111.536 33.5661),PHOENIX 75,{115.0},1,1.075904,Maricopa,Arizona
POINT (-114.4287 32.6486),YUMA 8,{115.0},3,1.060274,Yuma,Arizona
POINT (-111.344 33.5907),PHOENIX 76,"{115.0, 500.0}",3,1.081496,Maricopa,Arizona
POINT (-112.6944 32.975),GILA BEND 6,"{13.8, 18.0, 115.0, 500.0, 765.0}",10,1.058214,Maricopa,Arizona
POINT (-110.8997 32.1736),TUCSON 54,{115.0},1,1.080989,Pima,Arizona
POINT (-112.8406 33.3346),ARLINGTON 10,"{18.0, 115.0, 500.0, 13.8}",8,1.070385,Maricopa,Arizona
POINT (-113.344 33.0257),DATELAND 3,"{1.0, 115.0, 13.8}",4,1.073706,Yuma,Arizona
POINT (-114.738 36.0155),CHLORIDE 2,"{1.0, 13.8, 18.0, 115.0, 500.0, 765.0}",11,1.07356,Mohave,Arizona
POINT (-112.8814 32.9408),GILA BEND 7,{115.0},1,1.074757,Maricopa,Arizona
POINT (-112.8897 33.3417),ARLINGTON 11,"{13.8, 18.0, 115.0, 20.0, 500.0}",5,1.074147,Maricopa,Arizona
POINT (-112.7794 33.4936),TONOPAH 5,{115.0},1,1.078022,Maricopa,Arizona
POINT (-111.2828 32.3717),MARANA 4,{115.0},1,1.076985,Pima,Arizona
POINT (-112.8642 33.345),ARLINGTON 12,"{13.2, 13.8, 115.0, 500.0, 24.0}",6,1.073956,Maricopa,Arizona
POINT (-113.1808 33.3783),TONOPAH 6,"{18.0, 115.0}",2,1.079312,Maricopa,Arizona
POINT (-114.1333 35.054),LAKE HAVASU CITY 4,"{13.8, 18.0, 115.0, 500.0, 22.0, 345.0}",7,1.060748,Mohave,Arizona
POINT (-112.429 34.7184),CHINO VALLEY 2,"{18.0, 115.0}",3,1.042186,Yavapai,Arizona
POINT (-112.6617 33.0347),GILA BEND 8,{115.0},1,1.072831,Maricopa,Arizona
POINT (-114.0675 35.1458),KINGMAN 4,{115.0},1,1.082472,Mohave,Arizona
POINT (-113.8304 37.6319),ENTERPRISE 2,{161.0},1,1.083427,Iron,Utah
POINT (-113.7277 37.2524),IVINS,{161.0},1,1.072391,Washington,Utah
POINT (-113.727 37.0728),SANTA CLARA 9,{161.0},1,1.075785,Washington,Utah
POINT (-113.6196 37.2645),SAINT GEORGE 1,{161.0},2,1.075344,Washington,Utah
POINT (-113.6299 37.1174),SAINT GEORGE 2,{161.0},1,1.076944,Washington,Utah
POINT (-113.5408 40.7559),WENDOVER,{161.0},2,1.075407,Tooele,Utah
POINT (-113.5272 37.029),SAINT GEORGE 3,{161.0},2,1.07973,Washington,Utah
POINT (-113.6327 37.1042),SAINT GEORGE 4,{161.0},1,1.078179,Washington,Utah
POINT (-113.5372 37.1967),WASHINGTON,{161.0},3,1.077021,Washington,Utah
POINT (-113.2278 37.3144),TOQUERVILLE,{161.0},1,1.085132,Washington,Utah
POINT (-113.2362 37.4969),NEW HARMONY,{161.0},1,1.087261,Iron,Utah
POINT (-113.299 37.2161),LA VERKIN,{161.0},1,1.077317,Washington,Utah
POINT (-113.209 36.9661),HURRICANE,{161.0},1,1.08209,Mohave,Arizona
POINT (-113.1648 37.6225),CEDAR CITY 1,{161.0},1,1.078232,Iron,Utah
POINT (-113.1056 37.8112),CEDAR CITY 2,"{161.0, 500.0}",2,1.085458,Iron,Utah
POINT (-113.0559 37.1202),HILDALE,"{161.0, 115.0}",2,1.081534,Washington,Utah
POINT (-112.9656 38.3497),MILFORD 1,{161.0},2,1.093556,Beaver,Utah
POINT (-112.9096 37.7887),PAROWAN,{161.0},2,1.084516,Iron,Utah
POINT (-112.7331 40.6526),GRANTSVILLE 1,{161.0},1,1.071069,Tooele,Utah
POINT (-112.726 37.3471),ORDERVILLE,"{161.0, 115.0}",4,1.079172,Kane,Utah
POINT (-112.7323 38.4068),BEAVER 1,{161.0},2,1.098549,Beaver,Utah
POINT (-112.7288 39.5582),DELTA 1,{161.0},1,1.090134,Juab,Utah
POINT (-112.7081 40.4075),DUGWAY,{161.0},1,1.077121,Tooele,Utah
POINT (-112.5569 41.4395),CORINNE,{161.0},1,1.072081,Box Elder,Utah
POINT (-112.4941 37.9535),PANGUITCH,{161.0},3,1.09902,Iron,Utah
POINT (-112.4585 39.0321),FILLMORE 2,{161.0},2,1.09808,Millard,Utah
POINT (-112.3187 39.4164),OAK CITY,{161.0},1,1.090801,Millard,Utah
POINT (-112.2779 41.8591),TREMONTON,"{161.0, 138.0, 13.8, 1.0}",6,1.062478,Box Elder,Utah
POINT (-112.2028 40.5154),TOOELE 1,{161.0},1,1.066933,Tooele,Utah
POINT (-112.3199 40.5126),TOOELE 2,{161.0},2,1.069266,Tooele,Utah
POINT (-112.24 38.2379),CIRCLEVILLE,{161.0},1,1.1,Piute,Utah
POINT (-112.1598 37.1031),KANAB,{161.0},1,1.086774,Kane,Utah
POINT (-112.2488 40.7397),MAGNA 1,{161.0},1,1.065191,Tooele,Utah
POINT (-112.14 40.6644),MAGNA 2,{161.0},1,1.067794,Salt Lake,Utah
POINT (-112.1761 41.678),GARLAND,{161.0},1,1.056765,Box Elder,Utah
POINT (-112.2161 38.696),ELSINORE,{161.0},1,1.09726,Sevier,Utah
POINT (-112.175 41.1525),HOOPER,{161.0},1,1.071109,Davis,Utah
POINT (-112.0708 41.2621),OGDEN 1,"{345.0, 161.0, 500.0}",3,1.07205,Weber,Utah
POINT (-112.1597 41.2036),OGDEN 2,{161.0},1,1.071122,Weber,Utah
POINT (-112.124 38.5404),MONROE 4,{161.0},2,1.094839,Sevier,Utah
POINT (-112.1082 40.6102),HERRIMAN 1,"{161.0, 500.0}",2,1.071869,Salt Lake,Utah
POINT (-112.1475 40.5952),HERRIMAN 2,{161.0},1,1.069887,Salt Lake,Utah
POINT (-112.042 41.0429),SYRACUSE,"{161.0, 500.0}",2,1.070546,Davis,Utah
POINT (-112.0134 37.5869),TROPIC,{161.0},1,1.079788,Garfield,Utah
POINT (-112.0161 41.9118),CLARKSTON 2,{161.0},3,1.059549,Cache,Utah
POINT (-112.1413 41.0385),CLEARFIELD 1,{161.0},2,1.067138,Davis,Utah
POINT (-111.9852 41.1496),CLEARFIELD 2,"{161.0, 500.0}",2,1.069217,Davis,Utah
POINT (-112.0825 41.6191),BRIGHAM CITY,{161.0},1,1.056481,Box Elder,Utah
POINT (-112.1419 41.2551),ROY 2,{161.0},3,1.073636,Weber,Utah
POINT (-112.0115 41.2563),ROY 3,{161.0},3,1.073193,Weber,Utah
POINT (-112.0083 40.7077),SALT LAKE CITY 1,{161.0},3,1.067271,Salt Lake,Utah
POINT (-112.1161 40.6135),SALT LAKE CITY 2,{161.0},1,1.07011,Salt Lake,Utah
POINT (-112.1282 40.6499),WEST JORDAN 1,{161.0},3,1.067715,Salt Lake,Utah
POINT (-112.0334 40.5954),WEST JORDAN 2,{161.0},1,1.064156,Salt Lake,Utah
POINT (-112.0286 41.4597),WILLARD 1,{161.0},2,1.064315,Box Elder,Utah
POINT (-112.072 41.1367),OGDEN 3,{161.0},1,1.065963,Davis,Utah
POINT (-112.0692 41.123),OGDEN 4,{161.0},2,1.06555,Davis,Utah
POINT (-111.9178 40.7083),SALT LAKE CITY 3,"{161.0, 500.0}",2,1.075141,Salt Lake,Utah
POINT (-111.9629 40.7044),SALT LAKE CITY 4,{161.0},2,1.067969,Salt Lake,Utah
POINT (-111.9557 40.7739),SALT LAKE CITY 5,{161.0},1,1.070073,Salt Lake,Utah
POINT (-111.9985 40.6067),SALT LAKE CITY 6,{161.0},1,1.06332,Salt Lake,Utah
POINT (-111.9855 40.2364),EAGLE MOUNTAIN,{161.0},1,1.065495,Utah,Utah
POINT (-112.0858 41.2161),HILL AFB,{161.0},3,1.072492,Weber,Utah
POINT (-112.0087 41.1563),LAYTON 1,{161.0},2,1.067268,Weber,Utah
POINT (-112.0082 41.162),LAYTON 2,{161.0},2,1.067129,Weber,Utah
POINT (-112.0659 40.6883),SALT LAKE CITY 7,{161.0},2,1.067108,Salt Lake,Utah
POINT (-112.0432 40.502),SOUTH JORDAN 1,{161.0},2,1.069021,Salt Lake,Utah
POINT (-111.9283 40.6045),SOUTH JORDAN 2,"{161.0, 500.0, 13.8, 1.0}",4,1.068515,Salt Lake,Utah
POINT (-112.0275 41.3018),OGDEN 5,{161.0},1,1.072028,Weber,Utah
POINT (-112.0575 41.4202),OGDEN 6,{161.0},2,1.064107,Box Elder,Utah
POINT (-112.0437 41.2154),OGDEN 7,{161.0},2,1.073597,Weber,Utah
POINT (-112.0413 41.1171),OGDEN 8,{161.0},1,1.065907,Davis,Utah
POINT (-111.8722 40.712),WEST JORDAN 3,{161.0},1,1.069048,Salt Lake,Utah
POINT (-111.9495 40.6272),WEST JORDAN 4,{161.0},2,1.063384,Salt Lake,Utah
POINT (-111.9218 40.609),WEST JORDAN 5,{161.0},1,1.065402,Salt Lake,Utah
POINT (-112.024 40.5501),WEST JORDAN 6,{161.0},1,1.066249,Salt Lake,Utah
POINT (-111.9183 40.8021),SALT LAKE CITY 8,{161.0},3,1.070644,Salt Lake,Utah
POINT (-111.8649 40.7747),SALT LAKE CITY 9,{161.0},1,1.069942,Salt Lake,Utah
POINT (-111.9921 41.0976),KAYSVILLE 1,{161.0},1,1.066912,Davis,Utah
POINT (-112.04 41.1032),KAYSVILLE 2,{161.0},1,1.066436,Davis,Utah
POINT (-111.9806 40.6125),SALT LAKE CITY 10,{161.0},2,1.062794,Salt Lake,Utah
POINT (-111.8483 40.7287),SALT LAKE CITY 11,{161.0},1,1.067052,Salt Lake,Utah
POINT (-111.8465 41.5505),WELLSVILLE,{161.0},1,1.066887,Cache,Utah
POINT (-111.9214 40.5268),RIVERTON 1,{161.0},3,1.067858,Salt Lake,Utah
POINT (-111.9355 40.4323),RIVERTON 2,{161.0},3,1.073722,Salt Lake,Utah
POINT (-111.9292 40.8458),WOODS CROSS,{161.0},1,1.073656,Davis,Utah
POINT (-111.9804 41.0129),LAYTON 3,{161.0},1,1.069243,Davis,Utah
POINT (-111.83 38.8705),AURORA 1,{161.0},2,1.093704,Sevier,Utah
POINT (-111.9197 40.6259),SALT LAKE CITY 12,{161.0},2,1.063557,Salt Lake,Utah
POINT (-111.9983 40.6592),SALT LAKE CITY 13,{161.0},2,1.065925,Salt Lake,Utah
POINT (-111.8522 40.9069),NORTH SALT LAKE,{161.0},1,1.073415,Davis,Utah
POINT (-111.8544 40.3978),SARATOGA SPRINGS,"{161.0, 13.8, 1.0}",5,1.073695,Utah,Utah
POINT (-111.9545 41.2732),OGDEN 9,{161.0},1,1.06978,Weber,Utah
POINT (-111.861 41.0973),OGDEN 10,{161.0},1,1.06729,Davis,Utah
POINT (-111.8956 40.8891),FARMINGTON 1,"{161.0, 500.0}",2,1.074788,Davis,Utah
POINT (-111.8174 40.6572),MIDVALE 1,{161.0},1,1.067037,Salt Lake,Utah
POINT (-111.932 40.5513),MIDVALE 2,{161.0},1,1.067709,Salt Lake,Utah
POINT (-111.9677 40.746),SALT LAKE CITY 14,{161.0},1,1.069105,Salt Lake,Utah
POINT (-111.7954 40.6078),SANDY 3,{161.0},1,1.068599,Salt Lake,Utah
POINT (-111.9556 40.5926),SALT LAKE CITY 15,{161.0},1,1.067179,Salt Lake,Utah
POINT (-111.934 40.6267),SALT LAKE CITY 16,{161.0},1,1.063189,Salt Lake,Utah
POINT (-111.8921 40.8896),CENTERVILLE 2,{161.0},1,1.075325,Davis,Utah
POINT (-111.9287 40.7814),SALT LAKE CITY 17,{161.0},1,1.07133,Salt Lake,Utah
POINT (-111.9738 41.7415),SMITHFIELD,{161.0},1,1.063172,Cache,Utah
POINT (-111.7894 40.4601),LEHI 1,{161.0},2,1.072339,Utah,Utah
POINT (-111.877 40.3896),LEHI 2,"{161.0, 500.0}",2,1.075149,Utah,Utah
POINT (-111.83 40.4564),DRAPER 1,{161.0},1,1.072122,Utah,Utah
POINT (-111.8031 40.4545),DRAPER 2,{161.0},1,1.072257,Utah,Utah
POINT (-111.789 40.8019),BOUNTIFUL 1,{161.0},1,1.070649,Salt Lake,Utah
POINT (-111.9001 40.9301),BOUNTIFUL 2,{161.0},1,1.072825,Davis,Utah
POINT (-111.876 39.7294),NEPHI,{161.0},2,1.08145,Juab,Utah
POINT (-111.7656 40.6936),SALT LAKE CITY 18,{161.0},1,1.069319,Salt Lake,Utah
POINT (-111.8565 40.6601),SANDY 4,{161.0},1,1.066912,Salt Lake,Utah
POINT (-111.7712 40.5919),SANDY 5,{161.0},1,1.068955,Salt Lake,Utah
POINT (-111.7909 40.6769),SALT LAKE CITY 19,{161.0},2,1.067699,Salt Lake,Utah
POINT (-111.9043 40.7062),SALT LAKE CITY 20,{161.0},1,1.071485,Salt Lake,Utah
POINT (-111.7827 40.6182),SALT LAKE CITY 21,{161.0},3,1.067228,Salt Lake,Utah
