wkt,flow capacity,pf,qf,pt,qt,kilovolt,line_name,srouce,target,actual flow,loading percent
"LINESTRING (-111.9355 40.4323, -111.8935 39.8214)",334.38,-190.814979,-14.479262,192.509121,-9.759762,161.0,RIVERTON 2 -- MONA 2,MONA 2,RIVERTON 2,190.814979,57.06530863089898
"LINESTRING (-111.9292 40.8458, -111.8956 40.8891)",227.11,-4.467284,-21.264967,4.474129,20.306378,161.0,WOODS CROSS -- FARMINGTON 1,FARMINGTON 1,WOODS CROSS,4.467284,1.9670133415525517
"LINESTRING (-111.9292 40.8458, -111.9289 40.7686)",239.65,-32.522716,13.404967,32.559502,-14.8679,161.0,WOODS CROSS -- SALT LAKE CITY 32,SALT LAKE CITY 32,WOODS CROSS,32.522716,13.570922595451702
"LINESTRING (-111.83 38.8705, -111.83 38.8705)",10000.0,7.200131,2.040522,-7.2,-2.04,161.0,AURORA 1 -- AURORA 1,AURORA 1,AURORA 1,7.200131,0.07200131
"LINESTRING (-111.83 38.8705, -111.6764 38.939)",258.31,25.178994,-4.501785,-25.158614,1.184782,161.0,AURORA 1 -- SALINA,AURORA 1,SALINA,25.178994,9.747587782122256
"LINESTRING (-111.83 38.8705, -111.519 39.2692)",265.85,-32.379125,2.461264,32.484454,-19.967271,161.0,AURORA 1 -- MANTI,MANTI,AURORA 1,32.379125,12.179471506488621
"LINESTRING (-111.9197 40.6259, -111.9197 40.6259)",10000.0,49.275469,19.287247,-49.27,-19.26,161.0,SALT LAKE CITY 12 -- SALT LAKE CITY 12,SALT LAKE CITY 12,SALT LAKE CITY 12,49.275469,0.49275469000000005
"LINESTRING (-111.9197 40.6259, -111.934 40.6267)",240.99,35.147978,8.978765,-35.140638,-9.187432,161.0,SALT LAKE CITY 12 -- SALT LAKE CITY 16,SALT LAKE CITY 12,SALT LAKE CITY 16,35.147978,14.584828416116851
"LINESTRING (-111.9983 40.6592, -111.9983 40.6592)",10000.0,49.274956,7.986269,-49.27,-7.96,161.0,SALT LAKE CITY 13 -- SALT LAKE CITY 13,SALT LAKE CITY 13,SALT LAKE CITY 13,49.274956,0.4927495600000001
"LINESTRING (-111.9983 40.6592, -112.0317 40.6667)",315.36,-101.34331,-28.418122,101.441263,28.624377,161.0,SALT LAKE CITY 13 -- SALT LAKE CITY 30,SALT LAKE CITY 30,SALT LAKE CITY 13,101.34331,32.135752790461694
"LINESTRING (-111.8522 40.9069, -111.9001 40.9301)",248.09,38.024314,3.147749,-38.011478,-4.691244,161.0,NORTH SALT LAKE -- BOUNTIFUL 2,NORTH SALT LAKE,BOUNTIFUL 2,38.024314,15.326822524084
"LINESTRING (-111.8522 40.9069, -111.6602 40.9889)",275.81,61.832655,3.90909,-61.716916,-8.945289,161.0,NORTH SALT LAKE -- MORGAN,NORTH SALT LAKE,MORGAN,61.832655,22.418568942387875
"LINESTRING (-111.8522 40.9069, -111.2115 40.9378)",285.64,-84.377073,-5.566844,84.838163,-8.140556,161.0,NORTH SALT LAKE -- COALVILLE,COALVILLE,NORTH SALT LAKE,84.377073,29.539655860523734
"LINESTRING (-111.8522 40.9069, -111.8853 40.8869)",276.8,-57.589897,-10.149996,57.630675,9.623526,161.0,NORTH SALT LAKE -- BOUNTIFUL 3,BOUNTIFUL 3,NORTH SALT LAKE,57.589897,20.80559862716763
"LINESTRING (-111.8544 40.3978, -111.8544 40.3978)",181.02,-0.0,-0.0,-0.0,-0.0,161.0,SARATOGA SPRINGS -- SARATOGA SPRINGS,SARATOGA SPRINGS,SARATOGA SPRINGS,0.0,0.0
"LINESTRING (-111.8544 40.3978, -111.8544 40.3978)",10000.0,43.873638,11.878171,-43.87,-11.86,161.0,SARATOGA SPRINGS -- SARATOGA SPRINGS,SARATOGA SPRINGS,SARATOGA SPRINGS,43.873638,0.43873638000000004
"LINESTRING (-111.8544 40.3978, -111.877 40.3896)",275.5,-38.447406,-16.283037,38.46078,15.922976,161.0,SARATOGA SPRINGS -- LEHI 2,LEHI 2,SARATOGA SPRINGS,38.447406,13.955501270417422
"LINESTRING (-111.8544 40.3978, -111.8031 40.4545)",266.46,54.344947,-1.059335,-54.267507,-0.387025,161.0,SARATOGA SPRINGS -- DRAPER 2,SARATOGA SPRINGS,DRAPER 2,54.344947,20.395161375065676
"LINESTRING (-111.8544 40.3978, -111.8544 40.3978)",90.51,-0.0,-0.0,0.0,0.0,13.8,SARATOGA SPRINGS -- SARATOGA SPRINGS,SARATOGA SPRINGS,SARATOGA SPRINGS,0.0,0.0
"LINESTRING (-111.8544 40.3978, -111.8544 40.3978)",90.51,-0.0,-0.0,0.0,0.0,13.8,SARATOGA SPRINGS -- SARATOGA SPRINGS,SARATOGA SPRINGS,SARATOGA SPRINGS,0.0,0.0
"LINESTRING (-111.861 41.0973, -111.6602 40.9889)",243.61,-34.836108,-12.224566,34.875648,7.568731,161.0,OGDEN 10 -- MORGAN,MORGAN,OGDEN 10,34.836108,14.299949919954024
"LINESTRING (-111.8956 40.8891, -111.8956 40.8891)",774.07,200.320373,74.333447,-200.233245,-68.013895,500.0,FARMINGTON 1 -- FARMINGTON 1,FARMINGTON 1,FARMINGTON 1,200.320373,25.87884467812988
"LINESTRING (-111.8956 40.8891, -111.6312 40.6731)",2501.61,-509.764903,-37.664955,510.398535,-8.231716,500.0,FARMINGTON 1 -- SALT LAKE CITY 27,SALT LAKE CITY 27,FARMINGTON 1,509.764903,20.37747302737037
"LINESTRING (-111.8956 40.8891, -111.9289 40.7686)",2402.1,-220.133333,67.946764,220.231588,-105.131999,500.0,FARMINGTON 1 -- SALT LAKE CITY 32,SALT LAKE CITY 32,FARMINGTON 1,220.133333,9.16420353024437
"LINESTRING (-111.8956 40.8891, -111.8921 40.8896)",329.23,148.299116,37.907517,-148.268144,-37.784193,161.0,FARMINGTON 1 -- CENTERVILLE 2,FARMINGTON 1,CENTERVILLE 2,148.299116,45.0442292622179
"LINESTRING (-111.8174 40.6572, -111.8565 40.6601)",213.52,-8.393637,2.533899,8.394765,-3.042919,161.0,MIDVALE 1 -- SANDY 4,SANDY 4,MIDVALE 1,8.393637,3.931077650805545
"LINESTRING (-111.8174 40.6572, -111.7769 40.6216)",246.2,-29.226363,-10.433899,29.237298,8.341263,161.0,MIDVALE 1 -- SANDY 8,SANDY 8,MIDVALE 1,29.226363,11.870984159220146
"LINESTRING (-111.932 40.5513, -111.8975 40.5515)",233.43,-13.505318,-5.596684,13.507512,5.072312,161.0,MIDVALE 2 -- SANDY 6,SANDY 6,MIDVALE 2,13.505318,5.7855965385768755
"LINESTRING (-111.9677 40.746, -112.0317 40.6667)",254.09,-74.324139,13.391994,74.485413,-13.935024,161.0,SALT LAKE CITY 14 -- SALT LAKE CITY 30,SALT LAKE CITY 30,SALT LAKE CITY 14,74.324139,29.251107481601007
"LINESTRING (-111.9677 40.746, -111.9289 40.7686)",240.84,10.184139,-33.411994,-10.166666,32.727563,161.0,SALT LAKE CITY 14 -- SALT LAKE CITY 32,SALT LAKE CITY 14,SALT LAKE CITY 32,10.184139,4.228591180866966
"LINESTRING (-111.7954 40.6078, -111.7909 40.6769)",278.71,66.718788,-5.918812,-66.639883,4.392984,161.0,SANDY 3 -- SALT LAKE CITY 19,SANDY 3,SALT LAKE CITY 19,66.718788,23.938426321265833
"LINESTRING (-111.7954 40.6078, -111.7987 40.5977)",316.67,-131.358788,-2.811188,131.423337,2.875904,161.0,SANDY 3 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SANDY 3,131.358788,41.48128588120125
"LINESTRING (-111.8921 40.8896, -111.8853 40.8869)",307.72,108.568144,24.264193,-108.545014,-24.404243,161.0,CENTERVILLE 2 -- BOUNTIFUL 3,CENTERVILLE 2,BOUNTIFUL 3,108.568144,35.28147146756792
"LINESTRING (-111.9287 40.7814, -111.9289 40.7686)",303.97,-100.755759,-6.855954,100.809242,6.945707,161.0,SALT LAKE CITY 17 -- SALT LAKE CITY 32,SALT LAKE CITY 32,SALT LAKE CITY 17,100.755759,33.14661282363391
"LINESTRING (-111.9738 41.7415, -111.9056 41.7801)",239.93,-41.690504,-9.541691,41.73636,8.333047,161.0,SMITHFIELD -- HYDE PARK,HYDE PARK,SMITHFIELD,41.690504,17.376111365815028
"LINESTRING (-111.9738 41.7415, -112.0521 41.8347)",213.97,8.050504,-0.738309,-8.048239,-0.839169,161.0,SMITHFIELD -- COLLINSTON,SMITHFIELD,COLLINSTON,8.050504,3.7624452025984954
"LINESTRING (-111.7894 40.4601, -111.7894 40.4601)",10000.0,-63.74,-12.29,63.74931,12.333252,161.0,LEHI 1 -- LEHI 1,LEHI 1,LEHI 1,63.74,0.6374000000000001
"LINESTRING (-111.7894 40.4601, -111.8031 40.4545)",262.15,-55.80127,14.462107,55.825476,-14.558879,161.0,LEHI 1 -- DRAPER 2,DRAPER 2,LEHI 1,55.80127,21.28600801068091
"LINESTRING (-111.7894 40.4601, -111.7593 40.4903)",238.06,-7.94804,-26.795359,7.953528,25.374551,161.0,LEHI 1 -- PLEASANT GROVE 2,PLEASANT GROVE 2,LEHI 1,7.94804,3.338670923296648
"LINESTRING (-111.877 40.3896, -111.877 40.3896)",875.91,296.530537,61.560908,-296.375906,-51.333848,500.0,LEHI 2 -- LEHI 2,LEHI 2,LEHI 2,296.530537,33.85399607265587
"LINESTRING (-111.877 40.3896, -111.7542 40.3317)",2402.8,-177.388645,95.477578,177.425227,-120.286076,500.0,LEHI 2 -- OREM 6,OREM 6,LEHI 2,177.388645,7.382580531047111
"LINESTRING (-111.877 40.3896, -111.7294 40.0614)",2752.94,-529.422384,-7.399745,530.243334,-43.949925,500.0,LEHI 2 -- PAYSON 3,PAYSON 3,LEHI 2,529.422384,19.231163192804782
"LINESTRING (-111.877 40.3896, -111.83 40.4564)",308.72,117.791992,12.082449,-117.620002,-13.312998,161.0,LEHI 2 -- DRAPER 1,LEHI 2,DRAPER 1,117.791992,38.15495983415392
"LINESTRING (-111.877 40.3896, -111.7667 40.4994)",283.37,76.383135,-0.941577,-76.206618,-0.875451,161.0,LEHI 2 -- AMERICAN FORK 2,LEHI 2,AMERICAN FORK 2,76.383135,26.955265200973987
"LINESTRING (-111.83 40.4564, -111.8031 40.4545)",213.37,-7.975518,-3.849533,7.975821,3.027331,161.0,DRAPER 1 -- DRAPER 2,DRAPER 2,DRAPER 1,7.975518,3.737881614097577
"LINESTRING (-111.8031 40.4545, -111.7252 40.3679)",274.16,-61.22379,-1.631426,61.311489,-0.948667,161.0,DRAPER 2 -- LINDON,LINDON,DRAPER 2,61.22379,22.33140866647213
"LINESTRING (-111.789 40.8019, -111.7212 40.7926)",232.14,-34.813506,-9.47617,34.833628,8.313087,161.0,BOUNTIFUL 1 -- SALT LAKE CITY 25,SALT LAKE CITY 25,BOUNTIFUL 1,34.813506,14.996771775652624
"LINESTRING (-111.9001 40.9301, -111.8853 40.8869)",282.93,-71.085,-12.290444,71.150115,11.844837,161.0,BOUNTIFUL 2 -- BOUNTIFUL 3,BOUNTIFUL 3,BOUNTIFUL 2,71.085,25.124589120983988
"LINESTRING (-111.876 39.7294, -111.876 39.7294)",10000.0,15.020542,4.572217,-15.02,-4.57,161.0,NEPHI -- NEPHI,NEPHI,NEPHI,15.020542,0.15020542
"LINESTRING (-111.876 39.7294, -111.7793 39.8276)",246.92,35.891337,-1.619825,-35.830911,-0.57643,161.0,NEPHI -- MONA 1,NEPHI,MONA 1,35.891337,14.535613559047466
"LINESTRING (-111.876 39.7294, -111.6887 39.5628)",264.71,-50.911879,-2.952392,51.027253,-1.744931,161.0,NEPHI -- MORONI,MORONI,NEPHI,50.911879,19.233077329908202
"LINESTRING (-111.7656 40.6936, -111.7909 40.6769)",257.36,29.40205,21.739342,-29.38967,-22.528984,161.0,SALT LAKE CITY 18 -- SALT LAKE CITY 19,SALT LAKE CITY 18,SALT LAKE CITY 19,29.40205,11.424483214174696
"LINESTRING (-111.7656 40.6936, -111.653 40.6348)",266.55,-32.976513,-25.183702,33.025126,23.169638,161.0,SALT LAKE CITY 18 -- SANDY 7,SANDY 7,SALT LAKE CITY 18,32.976513,12.371604952166573
"LINESTRING (-111.7656 40.6936, -111.4865 40.6076)",252.72,-41.715537,0.564359,41.781686,-9.26345,161.0,SALT LAKE CITY 18 -- PARK CITY 2,PARK CITY 2,SALT LAKE CITY 18,41.715537,16.50662274453941
"LINESTRING (-111.8565 40.6601, -111.8567 40.6445)",207.18,6.575112,0.674517,-6.574814,-0.956888,161.0,SANDY 4 -- SALT LAKE CITY 24,SANDY 4,SALT LAKE CITY 24,6.575112,3.1736229365768893
"LINESTRING (-111.8565 40.6601, -111.89 40.67)",266.46,-51.459877,1.348402,51.48072,-1.868338,161.0,SANDY 4 -- SALT LAKE CITY 31,SALT LAKE CITY 31,SANDY 4,51.459877,19.31242100127599
"LINESTRING (-111.7712 40.5919, -111.7801 40.5762)",274.4,-68.099894,-24.364109,68.121449,23.97956,161.0,SANDY 5 -- ALPINE 2,ALPINE 2,SANDY 5,68.099894,24.817745626822163
"LINESTRING (-111.7712 40.5919, -111.7769 40.6216)",234.14,31.609894,13.154109,-31.600462,-14.189911,161.0,SANDY 5 -- SANDY 8,SANDY 5,SANDY 8,31.609894,13.500424532331085
"LINESTRING (-111.7909 40.6769, -111.7909 40.6769)",10000.0,57.566869,14.081387,-57.56,-14.05,161.0,SALT LAKE CITY 19 -- SALT LAKE CITY 19,SALT LAKE CITY 19,SALT LAKE CITY 19,57.566869,0.57566869
"LINESTRING (-111.7827 40.6182, -111.7827 40.6182)",10000.0,43.404074,17.162818,-43.4,-17.14,161.0,SALT LAKE CITY 21 -- SALT LAKE CITY 21,SALT LAKE CITY 21,SALT LAKE CITY 21,43.404074,0.43404074000000004
"LINESTRING (-111.7827 40.6182, -111.7827 40.6182)",10000.0,-43.404074,-17.162818,43.408798,17.184661,161.0,SALT LAKE CITY 21 -- SALT LAKE CITY 21,SALT LAKE CITY 21,SALT LAKE CITY 21,43.404074,0.43404074000000004
"LINESTRING (-111.7827 40.6182, -111.82 40.7162)",258.66,45.203375,-3.75913,-45.155554,1.7e-05,161.0,SALT LAKE CITY 21 -- SALT LAKE CITY 22,SALT LAKE CITY 21,SALT LAKE CITY 22,45.203375,17.475981984071755
"LINESTRING (-111.7827 40.6182, -111.7769 40.6216)",298.27,-88.612174,-13.42553,88.632538,13.394305,161.0,SALT LAKE CITY 21 -- SANDY 8,SANDY 8,SALT LAKE CITY 21,88.612174,29.708711570053982
"LINESTRING (-111.7497 41.4344, -111.7497 41.4344)",10000.0,10.690236,1.861188,-10.69,-1.86,161.0,EDEN -- EDEN,EDEN,EDEN,10.690236,0.10690236000000002
"LINESTRING (-111.7497 41.4344, -111.7497 41.4344)",10000.0,-10.690236,-1.861188,10.690523,1.862248,161.0,EDEN -- EDEN,EDEN,EDEN,10.690236,0.10690236000000002
"LINESTRING (-111.7497 41.4344, -111.69 41.3273)",234.58,-35.957015,-1.121056,35.99981,-1.278065,161.0,EDEN -- HUNTSVILLE,HUNTSVILLE,EDEN,35.957015,15.328252621706879
"LINESTRING (-111.8361 42.0303, -111.8361 42.0303)",10000.0,-5.82,-0.51,5.820073,0.510339,161.0,LEWISTON 1 -- LEWISTON 1,LEWISTON 1,LEWISTON 1,5.82,0.0582
"LINESTRING (-111.8361 42.0303, -111.794 42.5367)",257.52,-28.333793,18.289703,28.572677,-23.634148,161.0,LEWISTON 1 -- GRACE 2,GRACE 2,LEWISTON 1,28.333793,11.002560189499846
"LINESTRING (-111.7793 39.8276, -111.7793 39.8276)",10000.0,6.810132,3.24049,-6.81,-3.24,161.0,MONA 1 -- MONA 1,MONA 1,MONA 1,6.810132,0.06810132
"LINESTRING (-111.7793 39.8276, -111.8896 39.9941)",299.65,108.73852,5.2248,-108.224904,-6.651234,161.0,MONA 1 -- SANTAQUIN,MONA 1,SANTAQUIN,108.73852,36.288509928249624
"LINESTRING (-111.7793 39.8276, -111.8935 39.8214)",281.83,-79.717742,-7.88886,79.951572,7.143267,161.0,MONA 1 -- MONA 2,MONA 2,MONA 1,79.717742,28.285754532874428
"LINESTRING (-111.9359 41.6373, -111.9359 41.6373)",10000.0,57.3079,18.117494,-57.3,-18.08,161.0,LOGAN 1 -- LOGAN 1,LOGAN 1,LOGAN 1,57.3079,0.5730789999999999
"LINESTRING (-111.9359 41.6373, -111.8601 41.6698)",273.15,-13.903236,-37.436044,13.932847,35.763608,161.0,LOGAN 1 -- PROVIDENCE,PROVIDENCE,LOGAN 1,13.903236,5.089963756177925
"LINESTRING (-111.9359 41.6373, -111.8831 41.7156)",240.15,-68.324443,24.119068,68.455085,-25.565364,161.0,LOGAN 1 -- LOGAN 3,LOGAN 3,LOGAN 1,68.324443,28.45073620653758
"LINESTRING (-111.8488 41.7457, -111.8488 41.7457)",847.81,598.235348,22.33163,-597.085662,53.780734,500.0,LOGAN 2 -- LOGAN 2,LOGAN 2,LOGAN 2,598.235348,70.56243120510493
"LINESTRING (-111.8488 41.7457, -111.8488 41.7457)",496.37,421.075886,18.57487,-420.422042,17.903054,345.0,LOGAN 2 -- LOGAN 2,LOGAN 2,LOGAN 2,421.075886,84.83105062755605
"LINESTRING (-111.8488 41.7457, -111.8488 41.7457)",747.81,-597.243153,43.41781,597.085662,-53.780734,345.0,LOGAN 2 -- LOGAN 2,LOGAN 2,LOGAN 2,597.243153,79.86562803385887
"LINESTRING (-111.8488 41.7457, -110.5983 41.7581)",1177.3,47.340749,-81.97588,-47.223146,0.881772,345.0,LOGAN 2 -- KEMMERER 2,LOGAN 2,KEMMERER 2,47.340749,4.021128769217701
"LINESTRING (-111.8488 41.7457, -111.794 42.5367)",1057.89,129.920792,58.70822,-129.367536,-118.061885,345.0,LOGAN 2 -- GRACE 2,LOGAN 2,GRACE 2,129.920792,12.281124880658668
"LINESTRING (-111.8488 41.7457, -114.0369 42.5268)",1164.12,-1.094274,-38.72502,1.507175,-254.460816,345.0,LOGAN 2 -- MURTAUGH,MURTAUGH,LOGAN 2,1.094274,0.09400010308215648
"LINESTRING (-111.8488 41.7457, -111.9056 41.7801)",236.28,46.652905,-11.545829,-46.607637,11.002377,161.0,LOGAN 2 -- HYDE PARK,LOGAN 2,HYDE PARK,46.652905,19.7447541052988
"LINESTRING (-111.8488 41.7457, -111.8831 41.7156)",292.97,120.963709,-0.244606,-120.735085,1.115364,161.0,LOGAN 2 -- LOGAN 3,LOGAN 2,LOGAN 3,120.963709,41.288769839915346
"LINESTRING (-111.8488 41.7457, -111.8488 41.7457)",100.0,-0.0,-0.0,0.0,0.0,13.8,LOGAN 2 -- LOGAN 2,LOGAN 2,LOGAN 2,0.0,0.0
"LINESTRING (-111.7987 40.5977, -111.7987 40.5977)",1050.88,305.141838,35.762116,-305.156585,-36.916464,500.0,SALT LAKE CITY 23 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SALT LAKE CITY 23,305.141838,29.036791831607793
"LINESTRING (-111.7987 40.5977, -111.7987 40.5977)",10000.0,63.197085,6.886374,-63.19,-6.85,500.0,SALT LAKE CITY 23 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SALT LAKE CITY 23,63.197085,0.63197085
"LINESTRING (-111.7987 40.5977, -111.7987 40.5977)",10000.0,-368.338924,-62.234742,368.582375,63.574334,500.0,SALT LAKE CITY 23 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SALT LAKE CITY 23,368.338924,3.6833892400000003
"LINESTRING (-111.7987 40.5977, -111.7987 40.5977)",900.88,-305.00584,-25.054289,305.156585,36.916464,161.0,SALT LAKE CITY 23 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SALT LAKE CITY 23,305.00584,33.85643370926205
"LINESTRING (-111.7987 40.5977, -111.8567 40.6445)",269.78,48.840509,10.919771,-48.795186,-11.773112,161.0,SALT LAKE CITY 23 -- SALT LAKE CITY 24,SALT LAKE CITY 23,SALT LAKE CITY 24,48.840509,18.103828675216842
"LINESTRING (-111.7987 40.5977, -111.7769 40.6216)",320.9,124.741994,11.258614,-124.653139,-11.770456,161.0,SALT LAKE CITY 23 -- SANDY 8,SALT LAKE CITY 23,SANDY 8,124.741994,38.87254409473357
"LINESTRING (-111.7987 40.5977, -111.7987 40.5977)",150.0,-0.0,-0.0,-0.0,-0.0,13.8,SALT LAKE CITY 23 -- SALT LAKE CITY 23,SALT LAKE CITY 23,SALT LAKE CITY 23,0.0,0.0
"LINESTRING (-111.7987 40.5977, -111.6312 40.6731)",2003.06,173.889707,-62.828118,-173.83095,38.90148,500.0,SALT LAKE CITY 23 -- SALT LAKE CITY 27,SALT LAKE CITY 23,SALT LAKE CITY 27,173.889707,8.681203109242858
"LINESTRING (-111.7987 40.5977, -111.7593 40.4903)",2635.28,-542.472083,-0.746216,542.737227,-23.020752,500.0,SALT LAKE CITY 23 -- PLEASANT GROVE 2,PLEASANT GROVE 2,SALT LAKE CITY 23,542.472083,20.58498842627728
"LINESTRING (-111.8975 40.5515, -111.7593 40.4903)",292.34,-73.647512,-31.812312,73.775696,28.437117,161.0,SANDY 6 -- PLEASANT GROVE 2,PLEASANT GROVE 2,SANDY 6,73.647512,25.192417048641996
"LINESTRING (-111.7403 39.1491, -111.8991 39.2312)",241.61,-17.893013,4.173712,17.909845,-6.671713,161.0,CENTERFIELD -- GUNNISON 1,GUNNISON 1,CENTERFIELD,17.893013,7.405741898100243
"LINESTRING (-111.7403 39.1491, -111.7906 38.6551)",305.43,73.094631,-20.24751,-72.804979,3.133262,161.0,CENTERFIELD -- RICHFIELD,CENTERFIELD,RICHFIELD,73.094631,23.93171299479423
"LINESTRING (-111.7403 39.1491, -111.2477 39.1885)",295.39,-60.721618,14.903799,61.070256,-23.166027,161.0,CENTERFIELD -- FERRON,FERRON,CENTERFIELD,60.721618,20.55642303395511
"LINESTRING (-111.7618 41.6913, -111.8601 41.6698)",287.52,32.741974,36.385417,-32.702847,-38.353608,161.0,MILLVILLE -- PROVIDENCE,MILLVILLE,PROVIDENCE,32.741974,11.387720506399555
"LINESTRING (-111.7618 41.6913, -111.6623 41.6449)",249.43,18.90272,13.275673,-18.881889,-14.850978,161.0,MILLVILLE -- HYRUM,MILLVILLE,HYRUM,18.90272,7.578366676021328
"LINESTRING (-111.7618 41.6913, -111.69 41.3273)",239.82,43.658312,-5.75918,-43.49981,0.028065,161.0,MILLVILLE -- HUNTSVILLE,MILLVILLE,HUNTSVILLE,43.658312,18.20461679593028
"LINESTRING (-111.7618 41.6913, -110.5983 41.7581)",320.47,-99.883006,-46.74191,100.879706,8.867125,161.0,MILLVILLE -- KEMMERER 2,KEMMERER 2,MILLVILLE,99.883006,31.167661871626045
"LINESTRING (-111.9056 41.7801, -111.7299 41.8454)",278.69,-10.718724,-27.335423,10.743427,24.552399,161.0,HYDE PARK -- RICHMOND 6,RICHMOND 6,HYDE PARK,10.718724,3.8461100147116865
"LINESTRING (-111.7299 41.8454, -111.7299 41.8454)",243.0,15.688542,2.432121,-15.668947,-1.952971,161.0,RICHMOND 6 -- RICHMOND 6,RICHMOND 6,RICHMOND 6,15.688542,6.45619012345679
"LINESTRING (-111.7299 41.8454, -111.3659 41.8719)",257.8,-26.431969,-26.984521,26.490847,17.783679,161.0,RICHMOND 6 -- GARDEN CITY 1,GARDEN CITY 1,RICHMOND 6,26.431969,10.252897207137316
"LINESTRING (-111.7299 41.8454, -111.7299 41.8454)",83.8,-8.573075,0.595138,8.571069,-0.644192,138.0,RICHMOND 6 -- RICHMOND 6,RICHMOND 6,RICHMOND 6,8.573075,10.230399761336514
"LINESTRING (-111.7299 41.8454, -111.7499 42.0861)",214.4,8.573075,-0.595138,-8.56612,-2.41235,138.0,RICHMOND 6 -- PRESTON 1,RICHMOND 6,PRESTON 1,8.573075,3.9986357276119397
"LINESTRING (-111.7299 41.8454, -111.7299 41.8454)",159.2,-7.08,-2.16,7.097878,2.597162,13.8,RICHMOND 6 -- RICHMOND 6,RICHMOND 6,RICHMOND 6,7.08,4.447236180904523
"LINESTRING (-111.8991 39.2312, -111.2477 39.1885)",253.36,-28.399845,3.241713,28.517126,-13.21805,161.0,GUNNISON 1 -- FERRON,FERRON,GUNNISON 1,28.399845,11.209285206820335
"LINESTRING (-111.8896 39.9941, -111.806 39.9668)",233.55,22.134898,-5.160473,-22.120961,4.049353,161.0,SANTAQUIN -- PAYSON 2,SANTAQUIN,PAYSON 2,22.134898,9.47758424320274
"LINESTRING (-111.7801 40.5762, -111.7593 40.4903)",294.34,-93.651449,-28.36956,93.773474,25.207116,161.0,ALPINE 2 -- PLEASANT GROVE 2,PLEASANT GROVE 2,ALPINE 2,93.651449,31.817438676360677
"LINESTRING (-111.7212 40.7926, -111.7212 40.7926)",10000.0,-53.927156,-5.338164,53.933417,5.367401,161.0,SALT LAKE CITY 25 -- SALT LAKE CITY 25,SALT LAKE CITY 25,SALT LAKE CITY 25,53.927156,0.53927156
"LINESTRING (-111.7212 40.7926, -111.7212 40.7926)",10000.0,53.927156,5.338164,-53.92,-5.31,161.0,SALT LAKE CITY 25 -- SALT LAKE CITY 25,SALT LAKE CITY 25,SALT LAKE CITY 25,53.927156,0.53927156
"LINESTRING (-111.7212 40.7926, -111.7212 40.7926)",10000.0,0.0,0.0,0.0,0.0,161.0,SALT LAKE CITY 25 -- SALT LAKE CITY 25,SALT LAKE CITY 25,SALT LAKE CITY 25,0.0,0.0
"LINESTRING (-111.7212 40.7926, -111.6762 40.6962)",246.26,-39.81735,-7.174541,39.877542,5.225293,161.0,SALT LAKE CITY 25 -- SALT LAKE CITY 28,SALT LAKE CITY 28,SALT LAKE CITY 25,39.81735,16.16882563144644
"LINESTRING (-111.7212 40.7926, -111.5914 40.7062)",254.76,-48.949695,-6.505948,49.075816,4.597644,161.0,SALT LAKE CITY 25 -- PARK CITY 1,PARK CITY 1,SALT LAKE CITY 25,48.949695,19.2140426283561
"LINESTRING (-111.8208 40.312, -111.744 40.3002)",232.49,-1.442896,-18.391115,1.449625,17.081342,161.0,OREM 1 -- OREM 2,OREM 2,OREM 1,1.442896,0.6206271237472579
"LINESTRING (-111.8208 40.312, -111.7819 40.1557)",252.72,-41.029106,-0.93664,41.084432,-2.096072,161.0,OREM 1 -- PROVO 2,PROVO 2,OREM 1,41.029106,16.235005539727762
"LINESTRING (-111.744 40.3002, -111.7937 40.2762)",219.47,-10.494756,-10.756502,10.498943,9.764602,161.0,OREM 2 -- OREM 4,OREM 4,OREM 2,10.494756,4.781863580443797
"LINESTRING (-111.744 40.3002, -111.7542 40.3317)",263.71,-30.654869,-14.26484,30.666429,13.333565,161.0,OREM 2 -- OREM 6,OREM 6,OREM 2,30.654869,11.624462098517311
"LINESTRING (-111.7252 40.3679, -111.5972 40.3105)",293.34,-87.551489,-4.141333,87.725507,1.444481,161.0,LINDON -- PROVO 6,PROVO 6,LINDON,87.551489,29.84642019499557
"LINESTRING (-111.806 39.9668, -111.8935 39.8214)",310.55,-139.134246,-10.3499,140.019205,14.423607,161.0,PAYSON 2 -- MONA 2,MONA 2,PAYSON 2,139.134246,44.80252648526807
"LINESTRING (-111.7224 40.5474, -111.7224 40.5474)",10000.0,54.215941,14.781279,-54.21,-14.75,161.0,SALT LAKE CITY 26 -- SALT LAKE CITY 26,SALT LAKE CITY 26,SALT LAKE CITY 26,54.215941,0.54215941
"LINESTRING (-111.7224 40.5474, -111.64 40.494)",222.44,-9.971519,1.185392,9.973187,-3.50928,161.0,SALT LAKE CITY 26 -- AMERICAN FORK 1,AMERICAN FORK 1,SALT LAKE CITY 26,9.971519,4.482790415392915
"LINESTRING (-111.7224 40.5474, -111.7667 40.5128)",261.49,-44.244422,-15.96667,44.307796,15.367835,161.0,SALT LAKE CITY 26 -- PLEASANT GROVE 1,PLEASANT GROVE 1,SALT LAKE CITY 26,44.244422,16.920120081073843
